index,time,bid,bidvol,ask,askvol
60,2014-11-05 10:31:00,51.76,1800.00,51.77,400.00
61,2014-11-05 10:32:00,51.73,4500.00,51.75,400.00
62,2014-11-05 10:33:00,51.73,3700.00,51.75,1200.00
63,2014-11-05 10:34:00,51.69,4200.00,51.71,500.00
64,2014-11-05 10:35:00,51.65,2200.00,51.67,1000.00
65,2014-11-05 10:36:00,51.59,1700.00,51.60,300.00
66,2014-11-05 10:37:00,51.61,1800.00,51.63,300.00
67,2014-11-05 10:38:00,51.64,300.00,51.66,2100.00
68,2014-11-05 10:39:00,51.64,2300.00,51.66,800.00
69,2014-11-05 10:40:00,51.66,5300.00,51.68,300.00
70,2014-11-05 10:41:00,51.69,400.00,51.71,9400.00
71,2014-11-05 10:42:00,51.66,1300.00,51.68,2700.00
72,2014-11-05 10:43:00,51.68,1800.00,51.70,2700.00
73,2014-11-05 10:44:00,51.69,2500.00,51.70,300.00
74,2014-11-05 10:45:00,51.67,1700.00,51.69,3000.00
75,2014-11-05 10:46:00,51.67,1500.00,51.69,4100.00
76,2014-11-05 10:47:00,51.68,3100.00,51.71,10600.00
77,2014-11-05 10:48:00,51.68,4700.00,51.70,600.00
78,2014-11-05 10:49:00,51.67,2100.00,51.68,1900.00
79,2014-11-05 10:50:00,51.72,1600.00,51.73,700.00
80,2014-11-05 10:51:00,51.69,2800.00,51.71,300.00
81,2014-11-05 10:52:00,51.72,300.00,51.73,500.00
82,2014-11-05 10:53:00,51.68,9900.00,51.70,500.00
83,2014-11-05 10:54:00,51.70,2800.00,51.72,2500.00
84,2014-11-05 10:55:00,51.70,1900.00,51.72,3000.00
85,2014-11-05 10:56:00,51.71,2800.00,51.73,600.00
86,2014-11-05 10:57:00,51.74,2800.00,51.76,400.00
87,2014-11-05 10:58:00,51.74,1300.00,51.76,3000.00
88,2014-11-05 10:59:00,51.78,600.00,51.79,1300.00
89,2014-11-05 11:00:00,51.77,600.00,51.79,4900.00
90,2014-11-05 11:01:00,51.78,3000.00,51.80,2800.00
91,2014-11-05 11:02:00,51.87,800.00,51.89,4900.00
92,2014-11-05 11:03:00,51.92,1100.00,51.93,1400.00
93,2014-11-05 11:04:00,51.90,600.00,51.92,9300.00
94,2014-11-05 11:05:00,51.88,2800.00,51.89,700.00
95,2014-11-05 11:06:00,51.90,2100.00,51.92,2500.00
96,2014-11-05 11:07:00,51.90,5700.00,51.93,3000.00
97,2014-11-05 11:08:00,51.93,9800.00,51.95,100.00
98,2014-11-05 11:09:00,51.90,9200.00,51.92,600.00
99,2014-11-05 11:10:00,51.92,1400.00,51.94,2700.00
100,2014-11-05 11:11:00,51.93,2400.00,51.94,1400.00
101,2014-11-05 11:12:00,51.91,3700.00,51.93,1400.00
102,2014-11-05 11:13:00,51.93,3200.00,51.95,2600.00
103,2014-11-05 11:14:00,51.92,3300.00,51.94,2100.00
104,2014-11-05 11:15:00,51.96,300.00,51.97,1100.00
105,2014-11-05 11:16:00,51.94,1100.00,51.96,3900.00
106,2014-11-05 11:17:00,51.95,3600.00,51.97,2100.00
107,2014-11-05 11:18:00,51.95,3400.00,51.97,2400.00
108,2014-11-05 11:19:00,51.93,3700.00,51.95,2900.00
109,2014-11-05 11:20:00,51.94,300.00,51.95,3000.00
110,2014-11-05 11:21:00,51.90,2600.00,51.92,3800.00
111,2014-11-05 11:22:00,51.90,1600.00,51.91,400.00
112,2014-11-05 11:23:00,51.90,2800.00,51.92,2500.00
113,2014-11-05 11:24:00,51.86,3300.00,51.88,900.00
114,2014-11-05 11:25:00,51.86,2400.00,51.88,2900.00
115,2014-11-05 11:26:00,51.82,1500.00,51.83,400.00
116,2014-11-05 11:27:00,51.84,700.00,51.85,400.00
117,2014-11-05 11:28:00,51.84,1100.00,51.86,3000.00
118,2014-11-05 11:29:00,51.84,2600.00,51.86,3100.00
119,2014-11-05 11:30:00,51.85,4300.00,51.87,1400.00
120,2014-11-05 11:31:00,51.84,700.00,51.85,100.00
121,2014-11-05 11:32:00,51.83,3000.00,51.85,900.00
122,2014-11-05 11:33:00,51.83,300.00,51.84,300.00
123,2014-11-05 11:34:00,51.85,1000.00,51.86,400.00
124,2014-11-05 11:35:00,51.85,2700.00,51.87,900.00
125,2014-11-05 11:36:00,51.84,800.00,51.85,300.00
126,2014-11-05 11:37:00,51.83,800.00,51.84,1400.00
127,2014-11-05 11:38:00,51.79,2700.00,51.81,1500.00
128,2014-11-05 11:39:00,51.78,5200.00,51.80,1900.00
129,2014-11-05 11:40:00,51.77,2700.00,51.78,700.00
130,2014-11-05 11:41:00,51.79,300.00,51.81,3500.00
131,2014-11-05 11:42:00,51.81,300.00,51.83,3100.00
132,2014-11-05 11:43:00,51.80,3200.00,51.82,500.00
133,2014-11-05 11:44:00,51.80,2500.00,51.82,3800.00
134,2014-11-05 11:45:00,51.81,400.00,51.82,100.00
135,2014-11-05 11:46:00,51.83,1300.00,51.85,2300.00
136,2014-11-05 11:47:00,51.81,1200.00,51.83,3000.00
137,2014-11-05 11:48:00,51.82,3000.00,51.84,4200.00
138,2014-11-05 11:49:00,51.83,3200.00,51.85,400.00
139,2014-11-05 11:50:00,51.82,2600.00,51.84,2400.00
140,2014-11-05 11:51:00,51.84,2900.00,51.86,2900.00
141,2014-11-05 11:52:00,51.86,600.00,51.88,2900.00
142,2014-11-05 11:53:00,51.83,2900.00,51.85,900.00
143,2014-11-05 11:54:00,51.83,2700.00,51.85,2800.00
144,2014-11-05 11:55:00,51.86,300.00,51.87,3200.00
145,2014-11-05 11:56:00,51.87,3100.00,51.89,2600.00
146,2014-11-05 11:57:00,51.87,3900.00,51.89,2600.00
147,2014-11-05 11:58:00,51.88,1100.00,51.90,2900.00
148,2014-11-05 11:59:00,51.89,1800.00,51.91,2500.00
149,2014-11-05 12:00:00,51.93,300.00,51.94,2300.00
150,2014-11-05 12:01:00,51.96,2600.00,51.97,500.00
151,2014-11-05 12:02:00,51.97,1900.00,51.99,2700.00
152,2014-11-05 12:03:00,51.94,3600.00,51.95,100.00
153,2014-11-05 12:04:00,52.01,300.00,52.02,2100.00
154,2014-11-05 12:05:00,51.97,2700.00,51.99,2500.00
155,2014-11-05 12:06:00,51.97,1100.00,51.99,10700.00
156,2014-11-05 12:07:00,51.96,2500.00,51.97,1000.00
157,2014-11-05 12:08:00,51.95,3000.00,51.96,100.00
158,2014-11-05 12:09:00,51.95,3400.00,51.97,2900.00
159,2014-11-05 12:10:00,51.95,6300.00,51.97,1000.00
160,2014-11-05 12:11:00,51.96,2800.00,51.98,3300.00
161,2014-11-05 12:12:00,51.94,2800.00,51.96,3200.00
162,2014-11-05 12:13:00,51.94,3000.00,51.96,900.00
163,2014-11-05 12:14:00,51.93,2900.00,51.95,600.00
164,2014-11-05 12:15:00,51.92,2600.00,51.94,600.00
165,2014-11-05 12:16:00,51.94,2900.00,51.95,300.00
166,2014-11-05 12:17:00,51.89,2700.00,51.90,100.00
167,2014-11-05 12:18:00,51.92,100.00,51.93,2600.00
168,2014-11-05 12:19:00,51.92,1300.00,51.94,2800.00
169,2014-11-05 12:20:00,51.90,2900.00,51.92,1200.00
170,2014-11-05 12:21:00,51.91,2200.00,51.93,2800.00
171,2014-11-05 12:22:00,51.91,2600.00,51.93,2800.00
172,2014-11-05 12:23:00,51.90,2900.00,51.92,2300.00
173,2014-11-05 12:24:00,51.90,2400.00,51.92,2300.00
174,2014-11-05 12:25:00,51.89,2100.00,51.91,1400.00
175,2014-11-05 12:26:00,51.91,3100.00,51.92,300.00
176,2014-11-05 12:27:00,51.86,1100.00,51.88,3000.00
177,2014-11-05 12:28:00,51.86,2100.00,51.88,3000.00
178,2014-11-05 12:29:00,51.86,3800.00,51.88,1500.00
179,2014-11-05 12:30:00,51.86,3600.00,51.88,1500.00
180,2014-11-05 12:31:00,51.86,4300.00,51.88,1500.00
181,2014-11-05 12:32:00,51.86,1100.00,51.88,3100.00
182,2014-11-05 12:33:00,51.87,2000.00,51.88,400.00
183,2014-11-05 12:34:00,51.87,2700.00,51.89,500.00
184,2014-11-05 12:35:00,51.87,2500.00,51.88,100.00
185,2014-11-05 12:36:00,51.89,100.00,51.90,2700.00
186,2014-11-05 12:37:00,51.87,700.00,51.88,800.00
187,2014-11-05 12:38:00,51.86,400.00,51.87,200.00
188,2014-11-05 12:39:00,51.86,2700.00,51.88,400.00
189,2014-11-05 12:40:00,51.89,3500.00,51.91,3000.00
190,2014-11-05 12:41:00,51.89,400.00,51.90,300.00
191,2014-11-05 12:42:00,51.89,2800.00,51.90,800.00
192,2014-11-05 12:43:00,51.89,2500.00,51.90,100.00
193,2014-11-05 12:44:00,51.87,3300.00,51.89,2800.00
194,2014-11-05 12:45:00,51.89,500.00,51.91,4100.00
195,2014-11-05 12:46:00,51.90,2600.00,51.92,2800.00
196,2014-11-05 12:47:00,51.92,1100.00,51.94,2400.00
197,2014-11-05 12:48:00,51.92,2800.00,51.94,2100.00
198,2014-11-05 12:49:00,51.92,1100.00,51.93,200.00
199,2014-11-05 12:50:00,51.93,1100.00,51.95,5500.00
200,2014-11-05 12:51:00,51.92,400.00,51.94,6500.00
201,2014-11-05 12:52:00,51.91,900.00,51.92,1000.00
202,2014-11-05 12:53:00,51.90,100.00,51.91,2400.00
203,2014-11-05 12:54:00,51.91,100.00,51.92,2500.00
204,2014-11-05 12:55:00,51.91,1900.00,51.93,2800.00
205,2014-11-05 12:56:00,51.91,3500.00,51.93,2600.00
206,2014-11-05 12:57:00,51.91,1300.00,51.92,1200.00
207,2014-11-05 12:58:00,51.89,2200.00,51.91,3100.00
208,2014-11-05 12:59:00,51.89,700.00,51.90,400.00
209,2014-11-05 13:00:00,51.91,100.00,51.92,1600.00
210,2014-11-05 13:01:00,51.90,800.00,51.91,1100.00
211,2014-11-05 13:02:00,51.91,1400.00,51.93,3400.00
212,2014-11-05 13:03:00,51.92,1500.00,51.94,3300.00
213,2014-11-05 13:04:00,51.98,300.00,51.99,2858.00
214,2014-11-05 13:05:00,51.97,300.00,51.99,9600.00
215,2014-11-05 13:06:00,51.98,700.00,51.99,2200.00
216,2014-11-05 13:07:00,51.96,300.00,51.98,2700.00
217,2014-11-05 13:08:00,51.94,1800.00,51.96,10500.00
218,2014-11-05 13:09:00,51.94,1800.00,51.96,10100.00
219,2014-11-05 13:10:00,51.95,1000.00,51.96,2200.00
220,2014-11-05 13:11:00,51.95,700.00,51.96,2200.00
221,2014-11-05 13:12:00,51.95,600.00,51.96,2200.00
222,2014-11-05 13:13:00,51.98,1800.00,51.99,900.00
223,2014-11-05 13:14:00,51.96,800.00,51.98,3100.00
224,2014-11-05 13:15:00,51.96,700.00,51.97,2100.00
225,2014-11-05 13:16:00,52.01,700.00,52.02,742.00
226,2014-11-05 13:17:00,52.05,800.00,52.06,2500.00
227,2014-11-05 13:18:00,52.05,900.00,52.06,2500.00
228,2014-11-05 13:19:00,52.03,900.00,52.04,800.00
229,2014-11-05 13:20:00,52.01,800.00,52.02,2500.00
230,2014-11-05 13:21:00,52.04,700.00,52.05,2100.00
231,2014-11-05 13:22:00,52.00,500.00,52.02,2700.00
232,2014-11-05 13:23:00,52.02,600.00,52.03,2800.00
233,2014-11-05 13:24:00,52.02,600.00,52.03,1100.00
234,2014-11-05 13:25:00,52.03,1000.00,52.04,900.00
235,2014-11-05 13:26:00,52.12,400.00,52.13,2000.00
236,2014-11-05 13:27:00,52.10,4200.00,52.12,800.00
237,2014-11-05 13:28:00,52.09,800.00,52.11,2200.00
238,2014-11-05 13:29:00,52.13,500.00,52.14,2300.00
239,2014-11-05 13:30:00,52.13,2800.00,52.15,2200.00
240,2014-11-05 13:31:00,52.11,1300.00,52.13,2600.00
241,2014-11-05 13:32:00,52.12,1100.00,52.13,1000.00
242,2014-11-05 13:33:00,52.13,2800.00,52.15,900.00
243,2014-11-05 13:34:00,52.11,5800.00,52.13,1100.00
244,2014-11-05 13:35:00,52.09,2700.00,52.11,3400.00
245,2014-11-05 13:36:00,52.09,3300.00,52.11,3400.00
246,2014-11-05 13:37:00,52.03,2500.00,52.05,2300.00
247,2014-11-05 13:38:00,52.02,1500.00,52.04,2800.00
248,2014-11-05 13:39:00,51.97,4800.00,51.99,700.00
249,2014-11-05 13:40:00,51.96,2500.00,51.97,200.00
250,2014-11-05 13:41:00,51.94,2200.00,51.96,900.00
251,2014-11-05 13:42:00,51.95,2100.00,51.97,2300.00
252,2014-11-05 13:43:00,51.93,1500.00,51.95,2600.00
253,2014-11-05 13:44:00,51.91,2300.00,51.93,900.00
254,2014-11-05 13:45:00,51.87,2100.00,51.89,700.00
255,2014-11-05 13:46:00,51.86,2100.00,51.88,700.00
256,2014-11-05 13:47:00,51.85,2400.00,51.87,1000.00
257,2014-11-05 13:48:00,51.87,2200.00,51.89,2100.00
258,2014-11-05 13:49:00,51.86,4400.00,51.87,500.00
259,2014-11-05 13:50:00,51.87,2200.00,51.88,1000.00
260,2014-11-05 13:51:00,51.88,2700.00,51.90,1000.00
261,2014-11-05 13:52:00,51.88,100.00,51.89,2100.00
262,2014-11-05 13:53:00,51.87,400.00,51.88,1400.00
263,2014-11-05 13:54:00,51.86,2800.00,51.88,1500.00
264,2014-11-05 13:55:00,51.85,289.00,51.86,1100.00
265,2014-11-05 13:56:00,51.85,3089.00,51.87,2900.00
266,2014-11-05 13:57:00,51.86,2800.00,51.88,1000.00
267,2014-11-05 13:58:00,51.85,2800.00,51.87,1100.00
268,2014-11-05 13:59:00,51.87,300.00,51.88,900.00
269,2014-11-05 14:00:00,51.85,2800.00,51.87,1100.00
270,2014-11-05 14:01:00,51.83,3900.00,51.85,1000.00
271,2014-11-05 14:02:00,51.83,289.00,51.84,900.00
272,2014-11-05 14:03:00,51.83,2600.00,51.85,2600.00
273,2014-11-05 14:04:00,51.82,2700.00,51.84,900.00
274,2014-11-05 14:05:00,51.80,1400.00,51.81,600.00
275,2014-11-05 14:06:00,51.78,2400.00,51.80,1400.00
276,2014-11-05 14:07:00,51.79,2300.00,51.81,2600.00
277,2014-11-05 14:08:00,51.80,2700.00,51.82,2300.00
278,2014-11-05 14:09:00,51.80,2700.00,51.82,2200.00
279,2014-11-05 14:10:00,51.81,2300.00,51.83,3000.00
280,2014-11-05 14:11:00,51.82,2400.00,51.84,2300.00
281,2014-11-05 14:12:00,51.83,5800.00,51.86,2400.00
282,2014-11-05 14:13:00,51.84,5600.00,51.87,2300.00
283,2014-11-05 14:14:00,51.88,300.00,51.90,2300.00
284,2014-11-05 14:15:00,51.86,4400.00,51.89,3300.00
285,2014-11-05 14:16:00,51.87,2500.00,51.90,2700.00
286,2014-11-05 14:17:00,51.87,2500.00,51.89,2500.00
287,2014-11-05 14:18:00,51.89,300.00,51.90,1000.00
288,2014-11-05 14:19:00,51.91,3000.00,51.93,1700.00
289,2014-11-05 14:20:00,51.91,288.00,51.93,2900.00
290,2014-11-05 14:21:00,51.92,3600.00,51.94,2200.00
291,2014-11-05 14:22:00,51.92,3500.00,51.94,2800.00
292,2014-11-05 14:23:00,51.89,400.00,51.91,2500.00
293,2014-11-05 14:24:00,51.88,2800.00,51.90,1100.00
294,2014-11-05 14:25:00,51.89,2500.00,51.91,1000.00
295,2014-11-05 14:26:00,51.89,2700.00,51.91,2300.00
296,2014-11-05 14:27:00,51.89,400.00,51.90,1600.00
297,2014-11-05 14:28:00,51.90,1000.00,51.92,3000.00
298,2014-11-05 14:29:00,51.90,3100.00,51.92,2800.00
299,2014-11-05 14:30:00,51.89,2800.00,51.91,3200.00
300,2014-11-05 14:31:00,51.90,300.00,51.91,1100.00
301,2014-11-05 14:32:00,51.89,3200.00,51.91,3200.00
302,2014-11-05 14:33:00,51.88,2500.00,51.90,3000.00
303,2014-11-05 14:34:00,51.89,2800.00,51.91,2500.00
304,2014-11-05 14:35:00,51.90,589.00,51.92,3500.00
305,2014-11-05 14:36:00,51.91,2800.00,51.93,2300.00
306,2014-11-05 14:37:00,51.90,4989.00,51.92,200.00
307,2014-11-05 14:38:00,51.90,3289.00,51.92,1800.00
308,2014-11-05 14:39:00,51.92,200.00,51.93,1000.00
309,2014-11-05 14:40:00,51.90,389.00,51.91,900.00
310,2014-11-05 14:41:00,51.90,4689.00,51.93,2900.00
311,2014-11-05 14:42:00,51.92,3300.00,51.94,2700.00
312,2014-11-05 14:43:00,51.91,500.00,51.92,900.00
313,2014-11-05 14:44:00,51.90,2500.00,51.92,2700.00
314,2014-11-05 14:45:00,51.89,6000.00,51.91,1000.00
315,2014-11-05 14:46:00,51.90,1000.00,51.91,200.00
316,2014-11-05 14:47:00,51.91,2488.00,51.93,3500.00
317,2014-11-05 14:48:00,51.90,4600.00,51.92,1700.00
318,2014-11-05 14:49:00,51.90,3000.00,51.92,900.00
319,2014-11-05 14:50:00,51.91,388.00,51.92,1100.00
320,2014-11-05 14:51:00,51.90,2800.00,51.92,2800.00
321,2014-11-05 14:52:00,51.91,2800.00,51.93,3200.00
322,2014-11-05 14:53:00,51.91,2500.00,51.93,2800.00
323,2014-11-05 14:54:00,51.91,2900.00,51.93,2600.00
324,2014-11-05 14:55:00,51.91,4800.00,51.93,1800.00
325,2014-11-05 14:56:00,51.91,1600.00,51.92,1300.00
326,2014-11-05 14:57:00,51.93,3100.00,51.95,2300.00
327,2014-11-05 14:58:00,51.92,2700.00,51.94,3700.00
328,2014-11-05 14:59:00,51.92,3700.00,51.94,1300.00
329,2014-11-05 15:00:00,51.93,3200.00,51.95,1000.00
330,2014-11-05 15:01:00,51.96,3000.00,51.98,2200.00
331,2014-11-05 15:02:00,51.96,3000.00,51.98,3200.00
332,2014-11-05 15:03:00,51.97,800.00,51.99,2700.00
333,2014-11-05 15:04:00,51.98,700.00,51.99,900.00
334,2014-11-05 15:05:00,51.98,600.00,51.99,1200.00
335,2014-11-05 15:06:00,51.96,3300.00,51.98,1800.00
336,2014-11-05 15:07:00,52.00,300.00,52.01,2800.00
337,2014-11-05 15:08:00,51.98,3000.00,52.00,2100.00
338,2014-11-05 15:09:00,51.98,2200.00,51.99,500.00
339,2014-11-05 15:10:00,51.98,4200.00,52.00,2900.00
340,2014-11-05 15:11:00,51.98,4000.00,52.00,1400.00
341,2014-11-05 15:12:00,51.98,3500.00,51.99,1400.00
342,2014-11-05 15:13:00,51.97,1011.00,51.98,1100.00
343,2014-11-05 15:14:00,51.98,2311.00,51.99,300.00
344,2014-11-05 15:15:00,51.99,3811.00,52.01,2700.00
345,2014-11-05 15:16:00,52.00,3711.00,52.02,1200.00
346,2014-11-05 15:17:00,52.00,300.00,52.01,1500.00
347,2014-11-05 15:18:00,51.98,300.00,51.99,2200.00
348,2014-11-05 15:19:00,51.97,3911.00,51.99,1500.00
349,2014-11-05 15:20:00,51.96,3311.00,51.98,1800.00
350,2014-11-05 15:21:00,51.95,3200.00,51.97,1100.00
351,2014-11-05 15:22:00,51.95,3100.00,51.96,200.00
352,2014-11-05 15:23:00,51.94,5200.00,51.96,2700.00
353,2014-11-05 15:24:00,51.95,1500.00,51.96,3100.00
354,2014-11-05 15:25:00,51.93,2800.00,51.94,200.00
355,2014-11-05 15:26:00,51.94,3300.00,51.96,4700.00
356,2014-11-05 15:27:00,51.95,1500.00,51.96,300.00
357,2014-11-05 15:28:00,51.94,5500.00,51.96,1500.00
358,2014-11-05 15:29:00,51.93,3200.00,51.95,2200.00
359,2014-11-05 15:30:00,51.92,4600.00,51.94,1800.00
360,2014-11-05 15:31:00,51.92,2800.00,51.93,400.00
361,2014-11-05 15:32:00,51.93,600.00,51.94,500.00
362,2014-11-05 15:33:00,51.99,2700.00,52.01,3400.00
363,2014-11-05 15:34:00,52.00,3300.00,52.01,300.00
364,2014-11-05 15:35:00,51.99,3700.00,52.00,400.00
365,2014-11-05 15:36:00,52.00,4100.00,52.02,3600.00
366,2014-11-05 15:37:00,51.99,200.00,52.00,1800.00
367,2014-11-05 15:38:00,51.99,4000.00,52.01,1700.00
368,2014-11-05 15:39:00,51.99,3900.00,52.01,2100.00
369,2014-11-05 15:40:00,51.99,3700.00,52.01,1800.00
370,2014-11-05 15:41:00,52.00,3600.00,52.02,2000.00
371,2014-11-05 15:42:00,52.01,4100.00,52.03,2600.00
372,2014-11-05 15:43:00,52.00,5000.00,52.02,2200.00
373,2014-11-05 15:44:00,52.01,3700.00,52.02,500.00
374,2014-11-05 15:45:00,52.01,5400.00,52.03,1400.00
375,2014-11-05 15:46:00,52.01,3300.00,52.02,300.00
376,2014-11-05 15:47:00,52.00,3200.00,52.01,1200.00
377,2014-11-05 15:48:00,52.00,500.00,52.01,2100.00
378,2014-11-05 15:49:00,52.01,1800.00,52.02,1000.00
379,2014-11-05 15:50:00,52.04,100.00,52.05,2900.00
380,2014-11-05 15:51:00,52.05,1300.00,52.06,411.00
381,2014-11-05 15:52:00,52.08,4400.00,52.10,2400.00
382,2014-11-05 15:53:00,52.07,2300.00,52.08,600.00
383,2014-11-05 15:54:00,52.05,2500.00,52.06,200.00
384,2014-11-05 15:55:00,52.03,6500.00,52.05,1600.00
385,2014-11-05 15:56:00,52.01,2300.00,52.03,1000.00
386,2014-11-05 15:57:00,52.02,1600.00,52.04,3100.00
387,2014-11-05 15:58:00,52.04,1500.00,52.05,300.00
388,2014-11-05 15:59:00,52.05,2500.00,52.07,2700.00
389,2014-11-05 16:00:00,52.05,500.00,52.06,1700.00
