Date,UNH,GS,HD,MSFT,AMGN,MCD,CAT,V,HON,CRM,TRV,BA,AXP,JNJ,CVX,AAPL,PG,WMT,MMM,NKE,DIS,IBM,JPM,MRK,DOW,KO,VZ,CSCO,INTC,WBA,^DJI,^GSPC
2021-01-04,-0.003366939716673146,0.004889749324773484,-0.00640218133773189,-0.021268164987279597,-0.014180784144344575,-0.020320876997209095,0.0007120141702528113,-0.004436781672890931,-0.022334032279403816,-0.009978291701458383,-0.03362748978845666,-0.052977887848180846,-0.023738708577008744,-0.005593746920392261,0.003076542167643921,-0.024721329253431103,-0.009488925023726402,0.016508466519305955,-0.01670795717582631,-0.009686002058585256,-0.01931990945282284,-0.01541365420699329,-0.009445771310284883,-0.010271026270725627,-0.026308362820014815,-0.03793076731889652,0.0017000477520558953,-0.009688998860302389,-0.0030129338716672564,0.03811223418840665,-0.012502391933404893,-0.014756930695654223
2021-01-05,-0.013449965101586844,0.022375268784625955,0.008068467797183496,0.0009625717334941875,0.004850920846434272,0.00599158419143851,0.008178089655890496,-0.014926736414277542,0.0024505697090434465,0.005490188265985551,-0.00825851090621281,0.04395016403364813,0.0053349741144935155,0.011755212817863564,0.027031325626534854,0.012361629969470638,0.006383057281152701,-0.005325150593596416,-0.001689390494921965,0.008063456298281318,0.004275304507486366,0.017748377784542687,0.0054392074305330725,0.0017270391421507253,0.03256637689653971,-0.010995156358546239,-0.004590101211472696,0.000452810193398858,0.018922930118796217,-0.005799267987692013,0.005546784837725648,0.0070804919829460895
2021-01-06,0.04196415875864732,0.05396001866551598,0.0057112885363194916,-0.025931377862224485,0.024102219392222374,-0.002271819343935593,0.055650401314251294,-0.00881281923507342,0.01822666619669255,-0.024243753013918182,0.03396807802297176,-0.002837268745042352,0.0369912064176763,0.009408055911483559,0.03218195837446987,-0.03366363566099131,0.01052408371014419,0.006241441657960511,0.015209519023544789,0.007928276942199929,0.0038086604797211237,0.02497021989258365,0.04695371923770879,0.015780974146935686,0.047130480383638824,-0.03181502471415736,0.012118171627037093,0.009547789275738018,0.009679622640404997,0.045430355637798465,0.014403218916931294,0.005707739573149085
2021-01-07,0.016030537307868038,0.02136026376593999,-0.004898082932826397,0.028454758856597928,0.003299123693069684,0.00464249515998836,0.0019062936178691104,0.005594677777725429,0.0016469112690871359,0.008464248353174742,-0.00021793504830428515,0.007958887889645128,-0.007911969506426085,0.003376455238188519,0.004674861113805527,0.03412115281087763,-0.009348410364981711,-7.027738984661204e-05,-0.02566382680334406,0.01826263985908877,-0.003016804496918013,-0.002322471462995241,0.03283705902659015,0.019905534174958498,0.0013670256565802572,-0.011086975162620085,-0.002252328503428071,0.012610375044702592,0.02132866308637024,0.051822162127910396,0.00686570696984536,0.014845300625497932
2021-01-08,-0.0044948809140705325,-0.005385274162415373,0.010626614598808115,0.006090853295106966,0.019098730267373954,0.018348687534573256,0.00015246983317802095,0.007668233660986774,-0.012137085949009328,0.01862344796848651,0.004168592512831733,-0.013212637369935037,0.0009841983133354838,-0.0020599728818618333,0.00953014102747303,0.008629028905721928,-0.0004343259242670297,-0.00013856660483505673,-0.01826747621337436,0.009656439050098517,0.0006138706703048818,-0.0035682497022065727,0.0011019974634455683,-0.01178499787381436,-0.005129419920217329,0.022415986679381914,-0.012474404799251628,0.002222131100392656,-0.010348810083437085,-0.0011067828127879814,0.001829010646845547,0.005489759510665758
2021-01-11,-0.007267079602741132,0.01292521349862132,0.007950681208461124,-0.009700696700922226,-0.00385966490633479,-0.007599339776396969,-0.0020611196652681016,-0.01188413760363943,-0.007953341739919392,-0.01707107003071734,-0.01589902720232153,-0.014818685836750892,-0.005914461007939115,-0.0041885020019865275,0.005707335464966197,-0.023250797338132307,-0.006774934568268758,0.00449905597140186,-0.008524440180400356,0.004780970419475407,0.0022363762647573788,0.00038687854147124355,0.01492207850451486,0.023724217881936686,0.011164371642289237,-0.01723003186740076,-0.005884471150835239,0.006655790934108429,-0.0021318661239947824,0.05507422179989073,-0.0028730702499894867,-0.006556854073195652
2021-01-12,-0.009371480047114845,0.02851799401180667,0.018800999174345905,-0.011772884999777614,-0.004127111213650606,-0.012278591833197752,0.018980530374213066,-0.01893204783901851,0.0024936757804470406,-0.012510674663900137,0.021754339930349725,0.007831981783922715,0.004623725813224526,-0.007782799792042083,0.018993329304908706,-0.0013976796043984644,-0.005805510856919427,0.011404071049451143,0.007927751933670643,-0.013602839347524355,-0.017311784944196735,0.004897530786843796,0.015716858592589467,-0.022472666064591876,0.037034956713348735,-0.0017949399170332366,-0.003482724848698188,0.009477557739706812,0.03298194289355504,0.005448602171276843,0.001932838322705197,0.00041368527202956544
2021-01-13,-0.006521810727066033,0.002413414682657808,-0.008253196662269069,0.006558277905702561,0.0048585387960162355,0.0023135738998525932,-0.008354747376952555,0.0023439847339328966,-0.008906834783539073,0.012340084792122868,0.013030323540638114,-0.005759969530134345,0.006411345978972935,-0.0015197283555324116,-0.0009662755479701467,0.016224610159482858,0.0015300862876467501,-0.010205562586049953,-0.0013834324333811307,-0.013859473950871368,0.0007365161785764391,-0.017725208570953718,0.0009250171046849851,-0.009028310318742466,-0.016548637157337624,0.000995653796110546,-0.003495021352902454,-0.009392743998137974,0.06968241512265091,0.0204315666461505,-0.00026663798906324603,0.0022735385633034766
2021-01-14,-0.012705016847400644,0.016271756384903767,-0.02083759524406427,-0.015348272341022356,0.016486463947805414,-0.016928912278387182,0.007706120302188851,-0.035779553676107134,0.00767835028203431,-0.011827140569757567,0.0004899869645510534,0.013028140832726878,0.011272357807674443,0.017478359723075185,0.02401940542949103,-0.015129197100656341,-0.010638608023143089,-0.003257353532623944,0.000779757205723769,-0.012166470941527435,-0.015275794498614194,0.016149860584585046,0.005840435260630429,-0.002066851832863724,-0.006332296819001643,-0.01854277894282649,-0.0003525423431778501,-0.004631736752922706,0.040384129878745595,0.007762545862180969,-0.0022220042357954896,-0.0037555543689399
2021-01-15,0.0021946496972069227,-0.022284247417031475,0.027015898391969263,-0.0017390919000278024,0.015846616888985775,0.006760513896025442,-0.01408508906354631,-0.0013397305668719488,-0.012657243203171045,-0.011412152544852585,0.006462201875600198,-0.026632545937535057,-0.013170604992852495,-0.00218065078209142,-0.03560796989945583,-0.013732761382438818,-0.0075132959033220505,-0.01585572029354375,-0.0051701563626152395,-0.004106932561647742,-0.011476417413289603,-0.004499266193402581,-0.017923707086107386,0.014723559992502968,-0.039230832965538684,-0.010767892152510247,0.005958641159284189,0.006199338275793091,-0.028187721643226825,-0.00811243985505208,-0.005721724810007719,-0.007192131149974145
