Date,SPY,EFA,EEM,PSP,QAI,HYG,DBC,IYR,IEF,BWX,TIP
YYYY-00-DD 00:00:SS,0.0987920346836786,0.114636152063784,0.155028368342459,0.229648520170384,0.022328318457107,0.137876977176643,-0.00155405809849307,0.295596766724759,-0.028010276247686,0.00843909928176112,-0.0185215498917922
YYYY-00-DD 00:00:SS,0.0589248579541602,0.132389340961106,0.159871471789138,0.0543636175986703,0.0283363941805143,0.0289659488089878,0.16313406469247,0.0231986747570806,-0.0202887009975724,0.0541412334578256,0.0204945739978036
YYYY-00-DD 00:00:SS,-0.00127370447601582,-0.0149098094183066,-0.0231349071619547,0.0448436534794918,-0.0040345816672428,0.0327606031918124,-0.0268573032043003,-0.0256962570330673,-0.00611949937358858,0.00455264465334726,0.00140970841218091
YYYY-00-DD 00:00:SS,0.0746320413122871,0.100441020603878,0.110172090869893,0.143273194423436,0.0153519344986005,0.0691886527988342,0.0185939032578107,0.105825153574853,0.00833942692178813,0.0313105669642922,0.000910306674534067
YYYY-00-DD 00:00:SS,0.036501996188073,0.0445931521733698,-0.0135734257667833,0.0329752921340454,-0.00458853909034329,-0.0174280330116544,-0.0408021790274502,0.131501037499746,0.00722662840965649,0.00719057531883327,0.00799946354041015
YYYY-00-DD 00:00:SS,0.0354665180980954,0.0379775781668138,0.101966626678886,0.0940065238504725,0.0250219793185121,0.0580821017042926,-0.00224891413869133,0.0606439900565782,0.0112539827218953,0.0287096891317683,0.0197380596311086
YYYY-00-DD 00:00:SS,-0.0197014479718158,-0.0257139076490559,-0.0349146084578738,-0.064442045619461,-0.00565176149742519,-0.00569093673933818,0.0686534856608041,-0.0501597792253611,-0.00187140272147934,0.000721853960412799,0.011464415352298
YYYY-00-DD 00:00:SS,0.061477721814222,0.0390828915126775,0.0783909798291211,0.0329004967642514,0.0203093827073555,0.0166546187436376,0.0454507016887164,0.0706477027502808,0.0144038578674615,0.0301272942643975,0.0258329672133413
YYYY-00-DD 00:00:SS,0.0192505551784926,0.00721443846433278,0.0328546456855331,0.0108995861235007,-0.00361583522824338,0.0301864840541054,-0.00144176752566816,0.0691104810988478,-0.0456028370784012,-0.0525735511627905,-0.0210349819789722
YYYY-00-DD 00:00:SS,-0.0366147096965039,-0.0509234871119207,-0.0778626184564013,-0.00360189075090656,-0.015944088635202,-0.0186010366098895,-0.0786638085946962,-0.0544969956865764,0.0234297745920906,-0.0148772191784873,0.0150309191202769
YYYY-00-DD 00:00:SS,0.0311765513781856,0.00264953245945465,0.0177456948826775,0.0211399787085718,-0.000392682302580494,0.0186780829057938,0.0414097913572178,0.0545524228690286,0.00331185286262858,0.00238672410004415,-0.0130490411518453
YYYY-00-DD 00:00:SS,0.0610106793615124,0.0639629276391018,0.081281877695178,0.0797162952338442,0.0192171600033428,0.0214420716272687,-0.00454621970128588,0.0975770230328015,-0.0104675705487414,-0.0000697873945463279,0.0000511300630409162
YYYY-00-DD 00:00:SS,0.0155335818334781,-0.0279822171606682,-0.00165765693845976,0.0182453316392277,-0.00177472183670802,0.0193267023224089,0.039179159715913,0.0639445901950553,0.0165970662565396,-0.0144111112745417,0.0252145748846402
YYYY-00-DD 00:00:SS,-0.079600772766805,-0.112074176569079,-0.0940820128742621,-0.129114476117189,-0.041766848299948,-0.0468969733932242,-0.101619217238952,-0.0569815695809595,0.0291976169350403,-0.0365922783592706,0.00177629783050115
YYYY-00-DD 00:00:SS,-0.0520719609469974,-0.0210647539287645,-0.0143391309805496,-0.0496015730963351,0.0146623800831096,0.0108185587895151,-0.0180856531657994,-0.0468557317170512,0.0301509988063826,0.0130518281032415,0.0124860093240262
YYYY-00-DD 00:00:SS,0.068506598529258,0.116309984670039,0.109530679870255,0.111856406464705,0.0262718051626088,0.0517041108457249,0.0614020267301757,0.0942537922415373,0.00930561813919673,0.0612291768417646,-0.00221175426305176
