Date,AAPL,AMZN,GS,JPM,MSFT,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
YYYY-00-DD 00:00:SS,0.00911787085622628,-0.151888341543514,-0.0258713727065496,0.044492848737292,-0.161670723892561,-0.0497873765005567,-0.122280717400397,0.0080739567979089,-0.0295859578939095,-0.0817938765720881,-0.0614853407024097,0.00881927739884181,-0.0177679064751055,-0.0252907380373019,-0.12424572826925
YYYY-00-DD 00:00:SS,0.104820128338014,0.0667957405614714,0.00954981537016475,-0.0131682615913076,-0.0868452263396481,-0.0152266074546106,-0.100469046972124,-0.0423340002574093,-0.107046356628388,-0.0551725731202526,0.105067638462573,-0.117013714668005,-0.121537576219121,-0.0653868397182635,-0.0557146648253542
YYYY-00-DD 00:00:SS,0.184841843590096,-0.0272232304900182,0.13783813905114,0.0949765850840381,0.188811331999168,0.0969146478814422,0.100893230272355,0.124423266108597,0.182624475160074,0.139206837781558,0.0838929397825894,0.0375925365033924,0.109236682159154,0.0899500848017745,0.141516444292707
YYYY-00-DD 00:00:SS,-0.0865167432049306,-0.176305970149254,-0.112879382914819,-0.168445004690762,-0.343529234727224,-0.0351202193571026,-0.0332198224813777,-0.0149253406994077,0.00965889071799242,0.0144454910907177,-0.0918471769692369,0.0530191819193595,0.0654587854974877,-0.0117168174683837,-0.0208223113089983
YYYY-00-DD 00:00:SS,-0.322921781608156,-0.124575311438279,-0.211125708860758,0.0355285652728141,-0.103046789557119,-0.0157225897417224,-0.0315570404308695,0.117424038530266,0.0223212925318983,-0.00421968072432688,-0.10397714553577,0.0713288992296428,-0.00219376547069605,-0.0268036481557947,-0.0539802862784815
YYYY-00-DD 00:00:SS,0.247023890667012,-0.248382923673997,0.288444824507943,-0.0748950680656215,0.278721050520283,0.0196816375091986,-0.0855119845316473,-0.055015918316903,-0.0485015749022472,-0.0393304125820414,0.0995562207983207,0.05661281299875,-0.0339673403826214,0.00211814797371268,-0.0541021275019999
YYYY-00-DD 00:00:SS,-0.0298331670977823,-0.17039586919105,0.0424551966547331,0.0889765061502639,-0.127343656057548,-0.0157021658711709,0.00875130129044877,-0.0381049836255244,0.0881582587439933,0.0154695110992089,-0.0530569671581929,-0.0365326274697926,0.0154811679408466,-0.0147992393512856,0.0158732622890263
YYYY-00-DD 00:00:SS,0.199262572184765,0.377593360995851,0.312222884523254,0.121706184457274,0,0.0653408857700524,0.0228709749755755,0.10920787411682,0.10157153511433,0.0990205212348925,0.101705426326697,-0.0122108242372485,0.038960857413908,0.0354078611452053,-0.0414662058888603
YYYY-00-DD 00:00:SS,-0.577436401770175,-0.0737951807228916,-0.119208534429889,-0.173378205565096,-0.136078630915903,-0.0548620600413887,-0.0980329226359413,0.0164413037789122,0.0217398618802125,-0.0290424686593815,-0.179657405324364,0.0442957661025136,0.132143388244646,-0.0362693328727803,0.00122531217288335
YYYY-00-DD 00:00:SS,-0.240291461726202,-0.0471544715447154,-0.123858654257497,-0.008095031117619,0.141969011934779,-0.00467833772614235,0.0877040197450116,-0.0271819171477442,-0.00862095489795167,0.022495087577741,-0.0572772345768349,0.0694179192685451,0.0580835304639806,0.015054118024415,-0.0125551069253612
YYYY-00-DD 00:00:SS,-0.156548433236823,-0.325938566552901,-0.177206981601172,-0.189560632040858,-0.166969326568971,-0.0746526578599683,-0.02529620074372,-0.052451052516203,-0.0510868515926092,-0.0339998216016004,-0.205146531944001,0.034503065079474,-0.000457280229392842,-0.091102376057321,-0.024793671525068
YYYY-00-DD 00:00:SS,-0.0984853252280923,-0.369620253164557,0.30213020052544,0.232203050185262,-0.244008461666546,-0.0052265198345347,0.140889262375579,0.102095076239592,0.0853280307489299,0.039506349123313,-0.0989209252669039,0.0363760418992598,-0.0136463166629347,0.0165004218419498,0.0704705306958182
YYYY-00-DD 00:00:SS,0.453782950586312,0.112449799196787,0.0648672483073052,0.219099894891858,0.407780129813399,0.0444589575496805,-0.0266958618266732,-0.0318641078114286,-0.00237281561270553,0.00383963181656877,0.19121723649486,-0.0729102894672192,-0.0562707819296272,0.0722941420895751,0.116288262602784
YYYY-00-DD 00:00:SS,-0.156069637042012,-0.411552346570397,-0.193406232023595,-0.151481747005488,-0.0337763805883114,-0.0953874848285462,0.012949505043488,-0.012138455070284,-0.0672783340206716,-0.0599296757391112,-0.249061567659762,0.00604241729639154,0.0207531050399712,-0.0191651254442456,-0.0714036582942491
YYYY-00-DD 00:00:SS,0.209314199360428,0.00417173420724692,-0.0724796582533362,-0.0377193995565696,-0.0730935015732187,-0.0560368778439531,-0.0500799241309581,-0.0298329769667707,-0.0299516840981791,-0.0957700618957704,-0.114602207665513,-0.0693572962363553,-0.0143352424203697,-0.0640304495662845,-0.0145822579165714
YYYY-00-DD 00:00:SS,0.154963154450728,0.542522037055889,0.0718218583077479,0.0774021290431177,0.23885728086237,0.0854401526948383,0.106659562830266,0.103257519082998,0.036171809306448,0.114329168471636,0.161693799120279,0.0194173976363812,0.0482581018998389,0.0738259061896118,0.0463777209302108
